length_ms,mean,mfcc_max,mfcc_mean,mfcc_std,sc_kur,sc_max,sc_mean,sc_min,sc_skew,sc_std,skew,stft_kur,stft_mean,stft_std,zcs,log_stft_min,log_kur
4438,0.5769499613216035,161.57228,-35.042236,131.51068,-0.8408301683469923,0.4817974905594435,4901.650921432177,1347.2312102463868,0.5739096981147916,2845.3148998630827,-0.3214091729843859,-0.9336437274594108,0.36504024,0.33302042,19359,-3.5859795532414016,2.512171793283168
3637,0.43901601817301755,199.10287,-32.76429,160.37741,-1.6299608659392006,0.48614126099034183,6621.952371016358,1137.2086921399784,-0.1722632235397695,3833.220188697705,-0.2812067196140384,-1.2893771302321386,0.55669147,0.32737958,12597,-2.7183640637758413,1.8839000898218596
3971,0.5438305014809851,189.05966,-34.11762,165.02167,-0.7343073456261426,0.5443488339858366,5016.271911026011,925.0206245799086,0.6586347190005523,3239.9381566178054,-0.6075590536651183,-1.2746397467002548,0.44401434,0.3315694,12339,-4.698312307422645,1.9046741660549003
4504,0.5760984283368933,153.92604,-34.821735,164.23001,-0.4781872831486291,0.48807215588502895,5481.013422324736,890.7804917581932,0.790944306976741,2941.1018234832773,-0.901412539638745,-1.2593940964362675,0.49502066,0.3168888,13640,-3.9045930050302378,3.0993368888768438
5038,0.47028691038562137,168.89973,-38.21092,151.0448,-0.6991669453964575,0.4801419716964767,4324.662405147487,876.023062023161,0.8373244780722867,3413.39887329926,-0.3714282100390984,-1.186016488329691,0.3479213,0.36205778,15485,-4.285538095947989,1.4754732272507807
4872,0.6779842932317705,177.5268,-32.44183,133.17375,-1.171222364133283,0.5143524522841665,4952.768904381686,900.9942634825392,0.5531524301455357,3517.024753493071,-0.1352857461931846,-1.3451946598929834,0.40892887,0.35375398,15125,-4.559108387758263,1.8353089820740465
3971,0.4619392676223059,207.53506,-33.729385,160.28496,-1.4052196539644823,0.5732837541981263,5617.712015502282,1234.087173850049,0.2116707069580359,3838.7207830790535,-1.0765016533341567,-1.367953807014107,0.49846986,0.33863714,10575,-4.020822243474052,2.1602641626230046
3737,0.5169884985527298,182.44167,-23.537529,97.46727,-0.9995743036916158,0.2686097567078207,5423.21635574468,1237.7200244119367,0.2954992324571319,2602.9681716691134,0.418744270645805,-1.0531480988219806,0.40808603,0.32266322,21222,-4.259835630951998,2.674022357215771
3904,0.6648765040306833,193.28554,-25.791014,111.2614,-1.1618875514126217,0.4762894693821007,4505.596136582808,1149.9171357517062,0.2699311113353664,3298.326953988611,0.4619399375330496,-1.308235265226288,0.40584812,0.34632233,14749,-3.698257208879386,2.7601741713612475
3704,0.5233430956743091,190.33499,-33.07317,141.03581,-1.490528806033366,0.4768141806355912,5568.05768557888,744.2898439596607,0.0212503617138593,4049.039721521475,0.1070962590071303,-1.3122491019512208,0.4028804,0.348614,16867,-4.913066235860722,1.9910978862305861
5339,0.5588051922787897,180.64352,-31.906656,124.49752,-1.4248599094213252,0.5037231734055916,5122.839254551184,1211.5545221979264,0.5190822675083081,3682.708855726052,0.5654598172746871,-1.442767703859403,0.4265559,0.3552558,14713,-3.725797707128386,2.0392816048807982
4705,0.5687184852410485,175.98383,-32.483852,137.0792,-1.0789519277481114,0.5090361274354374,4536.722244330041,901.3853496032071,0.4637532226152701,3286.971544551412,0.1436744834251545,-1.1741641102821891,0.35343653,0.3548418,15175,-4.3934511325311245,1.6222688397698124
3637,0.5132650232890346,151.31192,-29.584751,118.09067,-0.8152197686440927,0.5098207905639303,5490.983909880802,1050.7747311670478,0.3142780290868078,3258.7467400345035,0.2327157398491788,-1.2739146947423372,0.40407678,0.3451745,16499,-4.070756983699429,2.8097031106549615
3971,0.6613445922973598,197.1713,-24.958572,109.89788,-1.2772332028149345,0.3640807900277452,4645.976943774447,1016.2640829801403,0.19148545439631,3344.549022884965,0.4344819998928271,-1.2386574667888024,0.38923177,0.344259,13547,-4.908889590724115,2.861756030373937
3704,0.4980713311743185,207.4743,-30.407497,138.6962,-1.456303955714809,0.5124201332177348,6314.915198700293,1019.3607004869492,0.1183935223636127,3603.5088100231583,-0.1471956480367714,-1.3634746013984416,0.50066113,0.32657287,13467,-2.555003860897067,3.096900173245221
4838,0.4859098499820451,152.26486,-30.17725,111.31816,-1.1531548064236956,0.4865967439203578,5484.97299468599,1039.8169482174708,0.5808454552207408,3124.272823627629,-0.0406339284928173,-1.322727860039905,0.4166056,0.34582767,15729,-4.0521605543018016,1.3116145718764842
3136,0.477717815427789,216.46515,-37.00441,162.49753,-1.4046985559105247,0.4768141763225143,4478.172162938817,888.6257821789847,0.2897725331790862,3902.0900854217352,-0.1166435513706422,-1.3361588399381392,0.3777252,0.35414216,9267,-4.83461722353352,2.9885332956073145
3604,0.49130421661212753,173.71191,-30.775442,136.44073,-1.330907169811527,0.5205607156840724,5951.027152075118,1097.1606950342916,0.1659363146771832,3226.5862803708137,0.0939613595916922,-1.2705276572963091,0.50303555,0.3213923,12906,-3.365643492585444,2.7611648084046094
3770,0.717487722686702,221.78668,-27.493233,140.2197,-1.2189575986553198,0.26115275619824757,5569.832934758283,852.4390000070898,-0.0003593627572449,2779.064760925361,-0.337802936514783,-1.4538150502706049,0.51421916,0.34222072,11446,-3.6373567680290604,2.1908171331257913
3837,0.19446227491493412,228.7791,-26.574883,135.42455,-0.7642692230658032,0.7412686444537477,5117.460333513369,954.6192419290384,0.2710722720931574,2542.292187795952,0.2788394182267388,-1.3475572362614008,0.5135691,0.32744738,11703,-3.5793418572265066,2.201715955251498
3604,0.513879886444954,159.26031,-30.456871,114.76417,-1.3904773001714528,0.4613266143088714,6033.5717439474565,1427.9184491423998,0.308180691250922,3259.001829652403,0.1592148358866177,-1.3800247767061855,0.48443952,0.33766472,14759,-3.421982195281657,2.7328209992127603
3737,0.5114566502356285,178.24274,-29.109476,122.54056,-0.7050633991654629,0.4768142024705443,4490.393266849067,1008.9170548308318,0.3622516718338782,3124.503541690516,0.5447317463468051,-1.024976827368381,0.3740211,0.33322242,14461,-4.860664839195466,2.552854235578429
4771,0.5150356784313517,171.32025,-31.545048,117.67279,-1.3237705790818133,0.4801056523504757,5625.781844023254,1021.1783757134368,0.5406622976317967,3349.484316620507,0.2033107937771143,-1.3663259966496248,0.39298865,0.35862717,17297,-3.9216208580018352,1.5901020379071515
4238,0.4779075226791996,178.6691,-26.784155,108.86322,-1.3314789609689184,0.5747007759544328,5811.00602460552,647.948515954872,0.3627619033589019,3476.5657084926825,0.3387377525628268,-1.3473025190193009,0.4736552,0.3321667,18411,-3.098108907607702,2.564596594028494
3604,0.3917893663730896,205.08997,-34.312595,138.0458,-0.6008596685978818,0.4998565903936066,4966.10609322186,972.8771854992765,0.7226009903893915,3310.7377962140245,0.2441076794933934,-1.1408885931099406,0.39370364,0.334525,14315,-4.418116841775437,2.4559838640686444
4504,0.30262276752540795,166.61601,-27.111847,104.44275,-1.2410774625560703,0.1284941934291811,4817.78284192079,1337.6763944514812,0.5246042204088347,2496.6591841634795,0.2517936193676101,-1.1697632830139972,0.41850796,0.33198258,20627,-3.197474639048343,2.127966369751804
4137,0.6326924613462585,164.60571,-25.024746,103.02069,0.4117745955389815,0.5305752521788071,4360.080527251374,922.5465367359067,1.1820604397049823,3322.817623824579,0.3484867994848303,-1.4875520301381782,0.40151075,0.3763632,10885,-3.6512208975219416,2.457369856213664
4638,0.7672759235717537,167.02277,-23.217209,104.37741,0.4508049943879531,0.49893763440717764,4412.45651186023,825.4676836765285,1.2950538982581514,3280.5902743001125,0.3016222080931585,-1.411658831713061,0.44494876,0.3523196,11520,-4.429084041033125,2.2052855611833393
4204,0.5443499249250423,176.89471,-26.808258,108.51158,-0.824387017011226,0.173418103688616,4371.939375669848,1309.257228301881,0.8540651686976207,2614.4609672784723,0.1184509686590528,-1.284043440122174,0.41013694,0.34402263,17072,-3.1177632105642323,2.009584123284574
3737,0.23755544091325365,221.0621,-28.940283,146.58774,-1.2813474771418374,0.4881116305652271,5527.956323691624,1176.4971760816024,0.2520057279689527,3383.4713556637967,-0.3801174150835921,-1.1564591693538626,0.48929572,0.3080759,12115,-2.666949111887709,2.259065837951551
3770,0.4866809737009993,226.56104,-33.812977,158.08841,-1.1054456323937545,0.7185756139111991,4159.540945934546,830.2781646193489,0.5668365361609231,3803.110904043938,-0.0123131406384346,-1.3369982560066105,0.37418765,0.35881063,8611,-4.547877064597083,3.333126477014422
3770,0.4584382703647689,238.84357,-31.084473,148.69186,-0.9378663688597156,0.7801129917630336,4275.8777523211065,1102.1184429070436,0.4890351053059364,3660.2021783564273,0.2534450259657716,-1.1315149100933075,0.36823797,0.33996347,11395,-4.446198411870698,2.4412680647150964
5639,0.5678129385749116,178.86443,-34.289692,141.07597,0.3585732029389201,0.9220635190984232,3796.941155210964,953.5663156398009,1.2483384259054124,3795.333447726676,0.7522125758417278,-0.9322822346064208,0.30400816,0.3615393,9811,-4.5517201506556475,2.0670042557823085
5072,0.6092743913728405,185.96896,-32.60896,132.7379,-0.7475527487413411,0.7680197269752853,4286.623162527152,1043.3775632370634,0.6786885554158538,3246.31705917127,-0.08228990108957,-0.9636711194719664,0.33022067,0.3469583,15835,-5.145510285584109,1.3350555878168269
3637,0.4693299300728173,231.42401,-33.640663,157.84439,-1.4659486454514767,0.48137003645982085,5011.229693723797,975.7080221108549,0.1319781841806769,3588.64794260553,0.4583753450661786,-1.2797735116679925,0.42401144,0.33665892,10439,-4.023163602077145,2.615792368025431
3670,0.47820542766122326,221.62872,-32.417904,152.16074,-0.8720977455902159,0.5836743740606389,3816.700413560136,910.2493650628189,0.6340724286179061,3508.2524729454617,-0.0745264501386302,-1.056505842581074,0.35794312,0.33633685,10143,-4.638278715736157,2.5936761848305565
3737,0.4857363698111504,231.98212,-32.400146,144.92406,-1.4524563310713592,0.49240990777863086,5800.435090598671,950.440050558938,0.1272426761571657,3525.104256290342,0.2227046792694904,-1.336860896634519,0.47486666,0.32898492,15209,-3.760905000301982,1.9680292026743889
4004,0.4877148444447843,211.88849,-30.419083,132.99924,-1.3712000676737022,0.5622876987039704,4856.123489835401,968.4664507784007,0.4696753949680917,4130.233683723171,-0.0548256778245178,-1.459246043956745,0.4273413,0.36167753,13031,-4.851447068611737,2.1851559613185025
5072,0.41843526704314826,162.0871,-33.29142,136.68811,-1.2306667532775089,0.4903712584356171,4842.304144958811,1053.2867624008954,0.4340302807768247,3310.6795814089264,-0.0315886131948634,-1.2528848202926326,0.36764908,0.35651293,16911,-4.343214156598871,1.3024133373835072
5038,0.5608312175356649,191.36234,-32.920807,128.07037,-1.4898418262460122,0.48466463556341655,5263.247810280525,662.2298002453359,0.4430728106416749,3800.240334969165,0.3555746497181453,-1.4433725387965353,0.40921426,0.36378115,13503,-4.862238386588029,1.8741783482421812
5539,0.5618290957390857,178.75122,-34.312424,135.26678,-1.5203537700627785,0.3476604425892327,4777.168584391254,894.1357020806084,0.463667489904108,3492.8648918580407,0.358231904480372,-1.3221125279455128,0.3884656,0.3562836,15813,-4.384629961849747,1.4618919295587203
4571,0.45802225216470716,193.6708,-35.27474,146.4274,-1.4864472852457618,0.7064947654759307,4989.70453463993,1100.4889374077586,0.3301806089025818,3821.8924926836594,0.0019469961794549,-1.2827211060712562,0.35865194,0.3597272,13257,-4.496114209874355,1.3738175022357488
3670,0.46199021875766094,220.85562,-35.51098,155.55345,-1.4602670010622192,0.5648797692594241,4750.722264356866,939.8640940648456,0.3481021889961744,4056.174950030661,-0.09673342710786,-1.4083334681593038,0.39533386,0.3593227,11757,-3.9227462563327102,2.937500011904621
4137,0.4905749761733046,210.89961,-29.328186,138.37593,-1.442170335474637,0.46845305262930587,5291.650897395034,1107.829459604769,0.082204750343057,3481.0847454774125,0.2283214193041219,-1.3597764553193965,0.45952728,0.3380694,16676,-4.27459412590639,1.9760551485737088
3971,0.681578529247185,178.9573,-26.72641,114.27514,-1.5302856089023469,0.7003946318365247,6057.13942643859,845.4779506541233,0.2186893668522076,3839.168322210782,0.1145877721891112,-1.3566151556759334,0.4368264,0.34673256,19295,-4.413718391128997,2.2961063710270886
4538,0.374148353705483,180.01355,-31.154692,124.51176,-1.5477348007678298,0.3399336415392125,5410.432425285056,703.4469258293794,0.2327457281095342,3407.683506453639,0.2974211001737765,-1.4389600468553934,0.4444775,0.35183683,18417,-3.9722706627537607,2.549278879405018
4504,0.4341023929212875,176.49432,-35.068596,140.14258,-0.949842223015195,0.47222157816730675,4771.408094183042,1020.4992416841285,0.5901008275770261,3120.5970627472184,0.1180989240403222,-1.358049999265933,0.39739224,0.35791668,17224,-4.501209830827175,1.7876619566515963
4404,0.48844194733774654,185.38611,-34.05069,133.14471,-1.1589771548465175,0.47681421514020933,4817.574947455589,757.7805785691759,0.5006704132199105,3177.888277916346,0.2694107304294896,-0.9717968458451516,0.3712665,0.33326143,19057,-4.536963333551045,1.7543973232074042
4304,0.196019711309808,178.75601,-28.12805,120.632744,-0.1726274040490656,0.5355199543665045,4452.4196471565,251.1614022367501,1.128144128892644,3618.98069722558,-0.0225424173305046,-1.6205039712349938,0.49222556,0.37746644,12953,-3.8393161158218034,2.0126195420947113
3604,0.7398169247317907,155.53433,-25.614946,108.94298,1.691106527815008,0.3887900746716801,4453.451646540852,1836.3353642223915,1.3552909693744009,2174.9687430921017,0.0904696467249549,-1.0285177764354247,0.38662255,0.340288,15801,-3.5660271428759294,2.302049907409212
3804,0.5120384412024367,210.56131,-31.682337,145.8726,-1.5810139667097591,0.7586122529352493,6250.720161578117,1099.802027486047,0.0293390448181908,3852.032907574573,0.2829528609455191,-1.3273965408960613,0.51290154,0.3183314,13149,-2.065184478058587,2.7438349478651807
6373,0.5439204509971701,157.98068,-32.195225,119.355316,1.2720869497553524,0.5452695802116451,3580.683249346902,1011.8652151803738,1.3544874701816585,2784.633281802229,0.252734356313478,-0.3595759711343587,0.2716865,0.34013057,17155,-4.292209650078231,0.9330479172676156
3704,0.47122794626213454,180.11179,-32.561337,148.68855,-1.066021864690181,0.48478859256909845,5739.333835387897,1136.200942671449,0.476545518405449,3159.2395167365285,-0.1777453584458954,-1.3394045087366808,0.46760955,0.3272334,13129,-2.9049913149173405,2.707044730932561
3637,0.48501954203465014,188.50726,-32.49702,145.10724,-1.4908287478219386,0.4775234962432369,5912.023586353212,948.9121412224328,0.232063597283637,3560.546351862912,-0.4220614264578365,-1.2639581963979774,0.4903939,0.32284895,12905,-3.33932253254451,2.846061001837834
4905,0.5139830062145976,169.34454,-32.09646,122.50787,-1.002532923513273,0.4790686399786642,5176.859322963416,976.3864396496432,0.7474238724429301,3215.497195022194,0.1066129660312079,-1.2699693523436244,0.376726,0.35668027,15069,-4.190451193363123,1.3448587665327096
4671,0.6081460826370291,144.78467,-33.41912,126.58696,-1.1735173289024934,0.5084626152431523,5361.348609840225,980.0162853707708,0.622702566220654,3386.481059256094,0.8531314112223322,-1.3396551206380416,0.39191383,0.35703224,13159,-4.213309752398597,1.9914632587679464
4238,0.491955885781564,186.04123,-29.87768,129.90358,-1.1276394387180224,0.9029029505579066,5973.093712833134,961.7331420056391,0.3662475114792447,3409.2722072423567,0.0690688149484228,-1.3665151879037611,0.49454334,0.3288429,15867,-4.255012536703767,2.9028246694199784
4438,0.5194433947680483,212.23328,-25.78127,141.13217,-1.374383871601315,0.47282189805778563,4930.870405022871,885.3658873137374,0.471224860419722,3614.803494285175,0.4276317210014493,-1.4400965840135025,0.5009393,0.33861712,9841,-2.6770515994972888,1.6736025554815979
4071,0.5112565974102136,205.77264,-28.08142,137.19661,-1.1321319263823988,0.5270987806484159,5910.171703995155,1004.0634089869282,0.1077465555507,3740.327566654976,0.4864572824867191,-1.2358813296897069,0.5056599,0.32096586,11643,-4.936298660629545,2.979198282299371
4371,0.4650554648893094,192.43286,-30.048618,145.69333,-1.3815762391156112,0.7592916290567352,6671.089085325462,999.9655475292856,0.0268674097613313,3578.0953149516004,0.6258213547336783,-1.1953997274501988,0.5630134,0.30431286,17041,-2.29049370124795,3.0447664255553906
4705,0.41866179275563425,195.33765,-26.166862,143.43927,-1.2134872893066186,0.35933077805234376,4692.007062267991,900.5131710460458,0.5436586393185133,3324.8908657379448,0.4881838855342492,-1.418867085977451,0.47169128,0.34108475,10003,-2.932942318125875,1.9111141623682288
5839,0.4971280571438075,230.55585,-25.816036,142.78995,-0.0318234560411339,0.7474978055239256,3168.2940828137475,982.3668246289403,1.1760628713911845,3278.007113550057,0.1935258475451909,-1.1558235644334884,0.37254927,0.3498155,10733,-4.523232774295322,1.5405216459361237
3670,0.5236604928181964,227.65837,-29.790924,156.50166,-1.5236083013189328,0.6808739389610423,5517.897439359975,896.907513255416,0.0834504646588803,4148.548121510046,0.770390129263364,-1.4265297962267005,0.47620508,0.34427652,11669,-4.012252939084327,2.211912842637577
3470,0.5225701752383664,212.7374,-31.863516,157.51616,-1.3118621080212811,0.51438082190627,7022.289289573924,1123.7576870290527,-0.3052457212807376,3748.6912439527096,0.4003590817491468,-1.0537163347065144,0.5792989,0.29842508,11019,-3.838489138057394,2.991298016070846
4371,0.4614761295116652,216.10764,-30.402412,154.10025,-1.7492733943552987,0.4948807307422611,5578.923982591111,1000.616418611119,0.2127006655623676,4164.513531048095,0.0761309815258509,-1.512808647954195,0.5129695,0.34989595,12833,-3.2446720901028536,1.55499283277775
4571,0.6047413708326295,200.04703,-26.446817,128.60107,-1.330388049377619,0.4829453392478975,5147.751166908742,1064.6933320020482,0.3852494212697229,3224.967075068213,0.5874148181936127,-1.2031492897886344,0.45858407,0.31535074,16134,-2.267909089212548,2.4612873811262554
3837,0.38274794377929494,178.72696,-22.39592,115.42022,0.6646323639197944,0.11747235725721666,3914.842899453653,822.944059552002,1.0084513689457848,1885.4963583891767,0.1790175177398884,-1.367082641350892,0.5015862,0.33296275,11649,-2.906671347877783,2.2010271953051177
3337,0.497046871337168,212.25278,-28.829979,133.75623,-1.6921894781781757,0.5101822497497444,6667.356893648416,1171.211669962659,-0.1284287673427185,3850.1884162849738,0.0343485473657807,-1.2857983023425732,0.5599282,0.33346683,11335,-3.3339356447343547,2.1212729124325627
4872,0.3681644174350175,204.28586,-27.798038,154.882,-1.1809997761425035,0.45143458658499913,4830.876649720026,994.9977971041246,0.4488347860784889,3217.937116280565,-0.0837123593505043,-1.3860990912324456,0.47320926,0.3343218,11493,-3.1199981193200843,1.929519578916077
4304,0.45315882484660125,202.03738,-27.696926,134.21622,-1.6901251380169418,0.5063531942228772,5543.692974402076,1083.3286816780992,0.2780393089515447,3824.6948385625474,0.0351203464472287,-1.4629407711603115,0.49511486,0.34099054,14035,-2.699052528127589,1.4440361748336854
4872,0.46585125484310613,230.59955,-23.407352,132.48196,-1.0405820051401449,0.13770842165582448,3590.780777088571,666.6059474419988,0.5641746459307796,2504.010607708261,-0.7662624990611372,-1.1854401605105345,0.4286146,0.3288854,10736,-2.9416257219280206,1.5621281559159035
4238,0.2861147137994251,193.68042,-21.851892,119.80194,0.2376315179232664,0.17097329093894553,3690.560385460011,924.9786143512408,1.081166693891087,2229.688770165689,-0.0697680078837698,-1.3502633924570218,0.4766515,0.3349414,12201,-2.9887148382003357,1.6132136862986848
4471,0.7110784985667609,165.38994,-23.897612,129.9341,-0.5336231325609524,0.21232507149003932,4810.77307616866,226.9817563492396,0.2330326046031627,2327.191869966376,-1.2201105970805446,-1.3446948786559592,0.5641588,0.3211782,18187,-3.2996031311736647,2.8865921993794705
3704,0.6831409788097087,214.77074,-23.24967,118.53979,0.7359055930335723,0.5159652259721963,3347.626004616809,1249.1851065663468,1.4212722078265825,3462.314473966925,-0.4162164603690459,-1.5460276897880325,0.4507603,0.36821473,7579,-3.775968662029678,2.1967897841553183
3837,0.5737333863378673,193.07224,-24.857498,125.02125,-1.0148402539799133,0.3972720645782145,5177.78497837149,1133.3045581544536,0.5139629232974094,2785.5369048811986,0.0445458821084958,-1.1336364936804173,0.48276356,0.30016482,16873,-2.29298670787769,2.9361075133749983
3570,0.38902318626860144,221.29701,-24.230919,133.512,-0.4953958563374248,0.1375006543945399,4517.629360088295,1144.866292155462,0.1677776877582257,2089.712463061187,0.0904917234235841,-1.0738947599812387,0.522026,0.28601378,12962,-2.0231955108579363,3.0687378356976445
4471,0.4779069503700791,203.38658,-27.759796,128.83519,-1.359805376173583,0.2537559133620195,4611.09847276536,1024.6192539024755,0.3893443706370778,3155.48273297416,0.0562533611070296,-1.2205534456311116,0.43845865,0.32342684,17592,-2.7155639418505735,1.439008853135338
5172,0.4582586486255712,219.37152,-24.276451,136.72879,-1.1520010503648177,0.13547155230699975,3710.856754463696,808.3133686867185,0.5246916251099936,2631.0057506199087,-0.540974220002933,-1.289981316118529,0.44671005,0.33331174,11343,-3.239295136030072,1.231536334212541
5239,0.3948760819716938,209.35455,-25.93608,143.09335,-1.6126145244953,0.205975537335778,4371.937072657132,568.8956858062943,0.339349980780894,3451.31117186296,-0.3976699514259545,-1.5254531717279596,0.5039494,0.3533665,9257,-3.3350373665540736,1.4023904872733641
4037,0.4495631785747949,208.68661,-26.534851,132.53206,-1.0214934279130603,0.23961497069529494,5059.046804356841,1272.7826828757304,0.4070531652320572,2468.6287750967813,-0.3265460414695179,-1.0848589417031156,0.51357365,0.28698418,18159,-2.2574658667523826,3.4822565794374336
3504,0.4012619299730086,239.63577,-23.924105,144.2533,-1.0265304740632295,0.16506825613797277,4511.908983915922,857.1484002639656,0.1739846508299262,2464.106092197973,-0.2057241248395013,-1.1705548743377887,0.6084986,0.3068409,8106,-2.5744166633124785,3.4901808585284093
3837,0.6840719379620327,239.11609,-25.19708,144.75647,-1.428611455538989,0.22205114545629506,5619.826050891821,699.8766678234354,-0.1810842511068751,3023.893298712848,0.0822462536749095,-0.987102436984412,0.6162695,0.29322803,10146,-1.9612320322241554,3.510638378425989
3570,0.5900773680211225,219.22891,-29.69268,158.17438,-0.9426730960889014,0.4974597823831579,4894.521322391716,1204.9097033868552,0.7596887443599734,3991.866196713351,-1.0126409622214931,-1.248491513769428,0.5807022,0.33024248,6659,-3.585646650691414,2.3249803208617115
4872,0.44523731945696216,194.09293,-20.95498,123.42863,-0.6427789012897231,0.20504526361797376,3712.9141439137848,972.6850880280642,0.8365668162666055,2279.854767397669,-0.141093560696631,-1.3799410744345195,0.49032447,0.32979298,9966,-2.5262274383790033,2.3559379379854333
4137,0.3743282411436875,204.54025,-25.268179,125.53175,-0.6054270372478947,0.47678595677490476,4598.11719734714,1314.551530640033,0.645903051085537,2669.1106631765533,0.4333165615763288,-1.3016973002743213,0.47967017,0.3197795,12917,-2.2201964746577496,2.5752911428784135
4271,0.24778627414040424,186.81772,-24.141273,123.04273,-1.6174248880126143,0.43214261830899364,5573.5361570783125,1098.1363893985847,0.2510232819866291,3664.990842462891,-0.0093043613745286,-1.4191479984884685,0.5087851,0.33466384,12506,-2.7356246746244985,1.8650607754565574
3203,0.48676489652751276,246.01212,-30.507092,160.3293,-1.6740114253605791,0.6754572139020146,6629.537611120592,1021.7469552036254,-0.206610460022626,4064.185222366725,0.0456723634626575,-1.1698265843776698,0.5870864,0.30759206,9967,-2.082360494250662,2.5939702334131467
3470,0.4055089107784884,232.99231,-28.481161,154.73564,-1.1716079790110234,0.4450989780403181,5488.829771395938,951.0758780323698,0.312626662321275,3384.280428791077,0.3305365988658432,-1.0775430523183391,0.53543574,0.28562286,10253,-2.0332385371228914,2.2965461105756435
4238,0.2127208344661065,198.65744,-26.090168,130.36266,-1.2333270236774048,0.48694380511911295,5227.8286536903,977.0322973434533,0.4944797830951203,3399.082251030239,-0.0912327789689265,-1.3794803820269277,0.47144067,0.3305874,13291,-2.7645831457604797,1.7666565089638022
4438,0.19774273792646307,197.83707,-20.16844,112.59583,-0.3072402522203363,0.4891106123773733,4301.635129816435,923.2259892531118,0.8687900322850136,2834.926494890848,0.3483070464519521,-1.4544794570729696,0.52060723,0.33079687,12299,-4.4459823391606825,2.757119418550008
4471,0.5177751730053541,216.32465,-24.716915,126.59951,-1.5625865840564102,0.3955806956475282,5056.042708626722,924.1574167843884,0.301512709099264,3465.4293729315505,0.4275415942033172,-1.4189638472058832,0.5054502,0.33963937,12927,-2.840174472383137,1.6595971335523885
3237,0.5028678987824116,201.82196,-23.533424,98.51554,-1.4523619486534909,0.2783485631967654,6326.335778275837,1194.858198365627,-0.3091880215069038,3100.627456655333,0.4224309843259737,-1.0163975033738557,0.5866302,0.31679538,11601,-3.334071918492005,3.332839664687075
3537,0.508610573650769,205.58344,-27.54275,132.23027,0.9336368789603108,0.4919593918217496,3397.805492156492,947.4075091680002,1.0374925278991465,2867.4627638425945,0.1970510188199542,-0.9099427290323794,0.35657853,0.33334088,10003,-4.534301484268871,2.1237664605015394
3637,0.5104911419422723,207.54337,-26.124168,127.01698,-1.2617253043007857,0.478263257452386,5638.252808829894,893.9401259882089,0.1732873906598068,3212.225991038916,0.2425429869289525,-1.2286182958772298,0.52381146,0.3058408,11594,-2.254742702489711,2.4842553441532305
